Water?,Headers,#,Area,20%,20%,10%,10%,10%,10%,5%,5%,4%,4%,1%,1%,Level,Typing,Completed,Time
,510,250.0,VICTORY ROAD AREA 17,ANNIHILAPE,LYCANROC,DUSKNOIR,GHOLDENGO,GENGAR,CERULEDGE,CERULEDGE,AEGISLASH,DRAKLOAK,DRAKLOAK,DRAGAPULT,DRAGAPULT,70,Cave,,Morn
,,250.1,VICTORY ROAD AREA 17,ANNIHILAPE,LYCANROC,DUSKNOIR,GHOLDENGO,GENGAR,CERULEDGE,CERULEDGE,AEGISLASH,DRAKLOAK,DRAKLOAK,DRAGAPULT,DRAGAPULT,70,Cave,,Day
,,250.2,VICTORY ROAD AREA 17,ANNIHILAPE,LYCANROC,DUSKNOIR,GHOLDENGO,GENGAR,CERULEDGE,CERULEDGE,AEGISLASH,DRAKLOAK,DRAKLOAK,DRAGAPULT,DRAGAPULT,70,Cave,,Night
,511,251.0,VICTORY ROAD AREA 18,LAIRON,LYCANROC_MIDNIGHT,CLAYDOL,SCOLIPEDE,URSALUNA,GOLEM,CARBINK,CARBINK,CARBINK,KINGAMBIT,KINGAMBIT,KINGAMBIT,70,Cave,,Morn
,,251.1,VICTORY ROAD AREA 18,LAIRON,LYCANROC_MIDNIGHT,CLAYDOL,SCOLIPEDE,URSALUNA,GOLEM,CARBINK,CARBINK,CARBINK,KINGAMBIT,KINGAMBIT,KINGAMBIT,70,Cave,,Day
,,251.2,VICTORY ROAD AREA 18,LAIRON,LYCANROC_MIDNIGHT,CLAYDOL,SCOLIPEDE,URSALUNA,GOLEM,CARBINK,CARBINK,CARBINK,KINGAMBIT,KINGAMBIT,KINGAMBIT,70,Cave,,Night
,512,252.0,VICTORY ROAD AREA 19,DRATINI,LYCANROC_DUSK,MUDSDALE,GLISCOR,RHYPERIOR,GOLEM_ALOLAN,GRIMMSNARL,VOLCARONA,DRAGONAIR,DRAGONAIR,DRAGONITE,DRAGONITE,70,Cave,,Morn
,,252.1,VICTORY ROAD AREA 19,DRATINI,LYCANROC_DUSK,MUDSDALE,GLISCOR,RHYPERIOR,GOLEM_ALOLAN,GRIMMSNARL,VOLCARONA,DRAGONAIR,DRAGONAIR,DRAGONITE,DRAGONITE,70,Cave,,Day
,,252.2,VICTORY ROAD AREA 19,DRATINI,LYCANROC_DUSK,MUDSDALE,GLISCOR,RHYPERIOR,GOLEM_ALOLAN,GRIMMSNARL,VOLCARONA,DRAGONAIR,DRAGONAIR,DRAGONITE,DRAGONITE,70,Cave,,Night
,,253.0,,,,,,,,,,,,,,,,,Morn
,,253.1,,,,,,,,,,,,,,,,,Day
,,253.2,,,,,,,,,,,,,,,,,Night
,,254.0,,,,,,,,,,,,,,,,,Morn
,,254.1,,,,,,,,,,,,,,,,,Day
,,254.2,,,,,,,,,,,,,,,,,Night
,,255.0,,,,,,,,,,,,,,,,,Morn
,,255.1,,,,,,,,,,,,,,,,,Day
,,255.2,,,,,,,,,,,,,,,,,Night
